Player,Team,Year,Week,Week Name,Starter/Bench,Position started in (if starter),Position,Rookie?,Age,NFL team,Points,% of points (if starter),Positional scoring percentile,Difference from best startable bench (if starter),Difference from worst benchable starter (if bench),Reference player name,Difference in averages of best/worst startables over previous 5 games,Cuff adjusted difference,Player of the week?,QB of the week?,RB of the week?,WR of the week?,TE of the week?,Benchwarmer of the week?,Bench QB of the week?,Bench RB of the week?,Bench WR of the week?,Bench TE of the week?,Highest starter on team?,Lowest starter on team?,Captain?,Player of the week streak,QB of the week streak,RB of the week streak,WR of the week streak,TE of the week streak,Benchwarmer of the week streak,Bench QB of the week streak,Bench RB of the week streak,Bench WR of the week streak,Bench TE of the week streak,Highest starter on team streak,Lowest starter on team streak,Captain streak,10+ point streak,20+ point streak,30+ point streak,40+ point streak,50+ point streak,Starter boom streak,Starter upper quartile streak,Starter middle 50% streak,Starter lower quartile streak,Starter bust streak,Rostered boom streak,Rostered upper quartile streak,Rostered middle 50% streak,Rostered lower quartile streak,Rostered bust streak,Injury?,Suspension?,Bye?,Change from previous week,Change from previous 5 weeks avg,Change from career average to that point,Change from overall career average,Number of weeks on team,Number of consecutive weeks on bench before start (if starter),Number of consecutive weeks on bench before start excluding injury/bye (if starter),Total weeks as team starter,Total weeks as team starter this season,Weeks rostered by this team,Weeks rostered by this team this season,% of starts on team,% of starts on team this season,% of team points on team,% of team points on team this season,Total points as team starter,Total points as team starter this season,PPG as team starter,PPG as team starter this season,Total times highest starter on team,Total times highest starter on team this season,Total times lowest starter on team,Total times lowest starter on team this season,Total weeks on bench,Total weeks on bench this season,- Activated Cuff? (Was a player of the same nfl team/position & who averages >10 PPG more over last 5 played games injured? Only for players with avg <10 PPG),Number of transactions,Number of drops,Number of trades
Robert Tonyan,Oliverwkw,2021,1,Week 1,Bench,,TE,False,27.34,GB,2.8,,8.5,,-7.3,Calvin Ridley,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,2,False,False,False,0.09999999999999964,-6.6400000000000015,-5.983333333333333,-4.25,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,2,Week 2,Bench,,TE,False,27.36,GB,14.2,,68.2,,9.5,George Kittle,-9.0,-9.0,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,0,False,False,False,11.399999999999999,5.24,6.2714285714285705,7.1499999999999995,6,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,3,Week 3,Bench,,TE,False,27.38,GB,1.6,,4.1,,-4.4,Christian McCaffrey,-17.7,-17.7,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,-12.6,-7.42,-7.112500000000001,-5.449999999999999,7,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,4,Week 4,Bench,,TE,False,27.4,GB,2.8,,8.5,,-1.3,Chris Carson,-8.47,-8.47,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,In Progress,False,False,False,1.1999999999999997,-3.62,-5.122222222222222,-4.25,8,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,5,Week 5,Starter,TE,TE,False,27.42,GB,1.8,0.0129,5.4,-27.8,,Kadarius Toney,1.08,1.08,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,In Progress,False,False,False,-0.9999999999999998,-3.0200000000000005,-5.609999999999999,-5.25,9,5.0,5.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,6,Week 6,Bench,,TE,False,27.44,GB,3.0,,9.3,,-2.8,Michael Pittman,-9.82,-9.82,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,4,False,False,False,1.2,-1.6400000000000006,-3.8999999999999995,-4.05,10,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,7,Week 7,Bench,,TE,False,27.46,GB,16.3,,76.2,,6.9,Darrell Henderson,-13.54,-13.54,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,0,1,0,0,0,False,False,False,13.3,11.620000000000001,9.725000000000001,9.25,11,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,8,Week 8,Bench,,TE,False,27.47,GB,7.9,,36.0,,2.4,Tyler Higbee,-4.74,-4.74,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,-8.4,2.8000000000000007,0.5769230769230784,0.8500000000000005,12,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,9,Week 9,Bench,,TE,False,27.49,GB,0.0,,,,-8.8,Darrell Henderson,-11.62,-11.62,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,13,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,10,Week 10,Bench,,TE,False,27.51,GB,0.0,,,,-8.1,Darrell Henderson,-10.06,-10.06,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,14,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,11,Week 11,Bench,,TE,False,27.53,GB,0.0,,,,-4.3,Michael Pittman,-10.72,-10.72,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,15,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Tonyan,Oliverwkw,2021,12,Week 12,Bench,,TE,False,27.55,GB,0.0,,,,-2.3,George Kittle,-8.56,-8.56,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,16,,,In Progress,1,In Progress,12,In Progress,0.0833,In Progress,0.0007,In Progress,1.8,In Progress,1.8,In Progress,0,In Progress,1,In Progress,11,0,0,0,0
Robert Tonyan,Oliverwkw,2022,1,Week 1,Starter,TE,TE,False,28.34,GB,6.6,0.0399,27.2,-16.0,,Cordarrelle Patterson,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,False,False,False,-1.3000000000000007,0.2400000000000002,-0.7642857142857142,-0.4500000000000002,17,7.0,3.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,1,0,0
Robert Tonyan,Oliverwkw,2022,2,Week 2,Bench,,TE,False,28.36,GB,3.1,,9.6,,-3.4,Jarvis Landry,-11.8,-11.8,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,False,False,False,-3.4999999999999996,-4.02,-4.213333333333333,-3.9499999999999997,18,,,5,1,18,2,0.2778,0.5,0.0033,0.0027,47.7,6.6,9.54,6.6,0,0,2,1,13,1,0,1,1,0
Robert Woods,shmuel256,2020,1,Week 1,Starter,WR2,WR,False,28.39,LAR,17.9,0.1201,69.4,-8.1,,Malcolm Brown,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,,,,5.863157894736842,1,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,2,Week 2,Starter,WR3,WR,False,28.41,LAR,11.3,0.0655,41.6,-17.1,,Tyler Higbee,-10.9,-10.9,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,-6.599999999999998,,-6.599999999999998,-0.7368421052631557,2,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,3,Week 3,Starter,WR2,WR,False,28.43,LAR,19.4,0.1092,74.5,-11.1,,Justin Jefferson,-8.6,-8.6,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,8.099999999999998,,4.799999999999999,7.363157894736842,3,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,4,Week 4,Starter,WR2,WR,False,28.45,LAR,9.8,0.0636,34.2,-19.7,,DJ Chark,-4.25,-4.25,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,-9.599999999999998,,-6.399999999999999,-2.2368421052631557,4,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,5,Week 5,Bench,,WR,False,28.47,LAR,17.1,,66.6,,11.8,Justin Jefferson,0.4,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,,,,,,0,0,In Progress,0,0,False,False,False,7.300000000000001,,2.5000000000000036,5.063157894736845,5,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,6,Week 6,Starter,RB1,WR,False,28.49,LAR,14.0,0.1073,53.4,-25.6,,Justin Jefferson,-2.68,-2.68,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,6,0,0,False,False,False,-3.1000000000000014,-1.0999999999999996,-1.0999999999999996,1.9631578947368435,6,1.0,1.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,7,Week 7,Bench,,WR,False,28.51,LAR,5.5,,14.8,,1.9,DJ Chark,0.42,0.42,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,False,False,False,-8.5,-8.819999999999999,-9.416666666666666,-6.5368421052631565,7,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,8,Week 8,Starter,WR1,WR,False,28.53,LAR,28.4,0.1802,92.9,12.2,,Damien Harris,-7.01,-7.01,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,22.9,15.239999999999998,14.828571428571427,16.363157894736844,8,1.0,1.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,9,Week 9,Bench,,WR,False,28.55,LAR,0.0,,,,-9.4,Justin Jefferson,-4.1,-4.1,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,9,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,10,Week 10,Starter,WR1,WR,False,28.57,LAR,8.6,0.0697,28.9,-12.9,,Justin Jefferson,-0.12,-0.12,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,-19.799999999999997,-6.360000000000003,-6.825000000000001,-3.436842105263157,10,1.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,11,Week 11,Starter,WR2,WR,False,28.59,LAR,30.6,0.2154,95.2,12.74,,Ryan Tannehill,3.01,3.01,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,In Progress,1,1,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,22.0,15.880000000000003,15.933333333333335,18.563157894736847,11,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,12,Week 12,Starter,WR1,WR,False,28.61,LAR,15.8,0.1084,61.6,-7.8,,Latavius Murray,-10.4,-10.4,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,-14.8,-1.6199999999999974,-0.4599999999999973,3.7631578947368443,12,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,13,Week 13,Starter,WR1,WR,False,28.62,LAR,18.5,0.0896,71.4,4.4,,Myles Gaskin,-3.04,-3.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,2.6999999999999993,0.7200000000000024,2.2818181818181813,6.4631578947368435,13,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,14,Week 14,Starter,WR1,WR,False,28.64,LAR,8.1,0.0499,26.3,-7.3,,Ronald Jones,-9.2,-9.2,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,False,False,False,-10.4,-12.28,-8.308333333333335,-3.936842105263157,14,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,15,Semifinal,Starter,WR1,WR,False,28.66,LAR,21.6,0.1109,81.4,-6.24,,Matt Ryan,-3.98,-3.98,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,13.500000000000002,5.280000000000001,5.830769230769231,9.563157894736845,15,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2020,16,Final,Starter,WR1,WR,False,28.68,LAR,8.9,0.0618,30.0,-32.6,,Stefon Diggs,3.12,3.12,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,-12.700000000000001,-10.019999999999998,-7.2857142857142865,-3.136842105263156,16,0.0,0.0,In Progress,13,In Progress,16,In Progress,0.8125,In Progress,0.0853,In Progress,212.9,In Progress,16.38,In Progress,1,In Progress,2,In Progress,3,0,0,0,0
Robert Woods,shmuel256,2021,1,Week 1,Starter,FLX1,WR,False,29.39,LAR,12.4,0.0864,46.7,-8.4,,Melvin Gordon,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,3.5,-2.1800000000000015,-3.299999999999999,0.3631578947368439,17,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,2,Week 2,Starter,WR3,WR,False,29.41,LAR,12.0,0.0978,44.8,-0.6,,Darnell Mooney,-4.8,-4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,False,False,False,-0.40000000000000036,-1.9000000000000004,-3.4937500000000004,-0.036842105263156455,18,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,3,Week 3,Starter,WR3,WR,False,29.43,LAR,6.8,0.0472,20.7,-12.1,,Nyheim Miller-Hines,-9.0,-9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,-5.2,-5.8,-8.488235294117647,-5.236842105263157,19,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,4,Week 4,Starter,WR3,WR,False,29.45,LAR,14.8,0.0987,57.3,-19.8,,Cordarrelle Patterson,5.8,5.8,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,8.0,2.460000000000001,-0.01666666666666572,2.7631578947368443,20,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,5,Week 5,Starter,WR3,WR,False,29.47,LAR,27.0,0.1729,91.1,-4.9,,Myles Gaskin,-3.52,-3.52,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,1,0,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,12.2,16.020000000000003,12.18421052631579,14.963157894736844,21,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,6,Week 6,Starter,WR3,WR,False,29.49,LAR,11.1,0.1065,40.6,-8.1,,Khalil Herbert,-7.1,-7.1,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,In Progress,0,0,0,0,In Progress,0,0,False,False,False,-15.9,-3.5,-4.325000000000001,-0.9368421052631568,22,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,7,Week 7,Starter,WR1,WR,False,29.51,LAR,15.0,0.1327,58.4,-2.2,,Javonte Williams,-3.96,-3.96,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,0,0,0,0,0,0,2,0,0,0,0,2,0,0,False,False,False,3.9000000000000004,0.6600000000000001,-0.21904761904762005,2.9631578947368435,23,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,8,Week 8,Starter,WR1,WR,False,29.53,LAR,20.7,0.2018,79.2,-11.5,,Michael Carter,-3.48,-3.48,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,In Progress,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,5.699999999999999,5.759999999999998,5.4909090909090885,8.663157894736843,24,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,9,Week 9,Starter,SFLX,WR,False,29.55,LAR,17.4,0.147,67.7,-3.2,,Darnell Mooney,-5.96,-5.96,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,-3.3000000000000007,-0.32000000000000384,1.9521739130434757,5.363157894736842,25,0.0,0.0,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,10,Week 10,Bench,,WR,False,29.57,LAR,0.0,,,,-4.28,P.J. Walker,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,26,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,11,Week 11,Bench,,WR,False,29.59,LAR,0.0,,,,-3.46,Justin Fields,5.7,5.7,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,27,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,shmuel256,2021,12,Week 12,Bench,,WR,False,29.6,LAR,0.0,,,,-5.3,Darren Waller,6.12,6.12,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,28,,,22,9,28,12,0.7857,0.75,0.0236,0.0604,350.1,137.2,15.91,15.24,1,0,2,0,6,3,0,0,0,0
Robert Woods,AceMatthew,2021,13,Week 13,Bench,,WR,False,29.62,LAR,0.0,,,,0.0,Rashod Bateman,8.6,8.6,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,1,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,1
Robert Woods,AceMatthew,2021,14,Week 14,Bench,,WR,False,29.64,LAR,0.0,,,,-0.4,James Robinson,8.22,8.22,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,2,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
Robert Woods,AceMatthew,2021,15,Week 15,Bench,,WR,False,29.66,LAR,0.0,,,,-5.4,Myles Gaskin,5.06,5.06,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,,,,3,,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,,In Progress,In Progress,In Progress,In Progress,In Progress,In Progress,0,0,0,0
