Player,Top team,Last team,Number of teams,Taxi-eligible,Points,Points (full career),Avg points,Avg points (full career),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of Add/Drops,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Championships rostered by,Championships started by,Championships started in,Total points as starter,% of league points,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Ezekiel Elliott,JacobRosenzweig,JacobRosenzweig,1,False,851.36,1574.86,10.135238095238096,13.6944,11.3515,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,6.36,2.9,27.7,4.9,4.9,14.6,58.5,17.1,303.73,7.41,7.12,0.2,27.7,4.0,21.3,9.3,46.7,18.7,35.8,48.1,70.8,67.3,46.4,68.6,4,0,41,43,84,0.4881,0.3415,0.2857,0,0,0,582.46,0.0051,14.2063,14.2063,6.2535,7.9088,6.2975
Fernando Mendoza,Oliverwkw,Oliverwkw,1,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,47.4,4.7,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,0.0,0.0
Foster Moreau,BROsenzweig,BROsenzweig,2,False,12.3,442.3,12.3,5.0839,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,,12.3,12.3,0.0,0.0,0.0,100.0,0.0,,98.9,31.8,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,12.3,12.3,-12.3
Frank Gore,LWebs53,LWebs53,1,False,,297.9,,6.62,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Gabe Davis,AceMatthew,BROsenzweig,4,False,385.7,787.4,8.206382978723404,9.1558,9.4073,0,0,0,1,0,0,0,0,1,0,1,3,0,6,3,2,8.27,1.6,32.1,4.8,28.6,14.3,33.3,19.0,99.48,4.74,8.44,0.0,32.1,2.4,34.1,17.1,26.8,19.5,16.0,38.0,80.4,36.7,48.0,74.0,3,0,21,26,47,0.4468,0.4286,0.383,1,0,0,222.3,0.0019,10.5857,10.5857,6.2846,8.17,2.4157
Gardner Minshew,Oliverwkw,shmuel256,5,False,373.7,729.38,10.991176470588234,11.7642,12.8862,0,0,0,0,0,0,1,0,0,0,0,0,0,16,8,2,4.82,9.2,21.7,0.0,0.0,0.0,60.0,40.0,53.09,5.31,6.64,0.0,27.1,0.0,17.2,3.4,48.3,31.0,70.6,47.4,52.6,86.4,79.4,35.3,2,0,10,24,34,0.2941,0.4,0.5294,2,1,0,154.02,0.0013,15.402,15.402,9.1533,11.5621,3.8399
Garrett Wilson,stevenb123,stevenb123,1,False,776.5,808.9,11.092857142857143,13.4817,13.6228,0,0,0,2,0,2,0,0,1,0,1,5,0,0,0,0,6.93,0.0,30.0,4.4,4.4,13.3,64.4,13.3,370.58,8.24,7.34,0.0,30.0,7.0,7.0,10.5,59.6,15.8,29.0,38.0,75.6,60.5,19.3,66.0,9,0,45,25,70,0.6429,0.5778,0.6,1,1,1,627.4,0.0054,13.9422,13.9422,5.964,12.425,1.5172
Geno Smith,shmuel256,shmuel256,2,False,842.74,1044.76,12.76878787878788,13.7468,14.0457,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,4.98,7.08,24.06,0.0,4.3,4.3,60.9,30.4,107.2,4.66,6.69,0.0,29.96,1.7,18.3,6.7,48.3,25.0,69.4,47.4,61.1,84.7,76.5,41.2,2,0,23,43,66,0.3485,0.8261,0.7727,3,2,1,359.26,0.0031,15.62,15.62,11.2437,13.067,2.553
George Kittle,Oliverwkw,shmuel256,2,False,1093.8,1718.8,10.619417475728154,13.8613,14.3921,2,0,0,0,16,1,0,0,0,1,5,11,1,0,0,1,8.93,0.0,40.1,21.4,5.7,21.4,35.7,15.7,661.5,9.45,8.99,0.0,40.1,21.1,6.6,21.1,34.2,17.1,3.9,38.6,93.2,6.4,21.7,93.3,21,0,70,33,103,0.6796,0.6429,0.6796,1,1,0,1034.5,0.009,14.7786,14.7786,1.797,9.8833,4.8953
George Pickens,JacobRosenzweig,JacobRosenzweig,3,False,821.0,869.6,11.728571428571428,12.6029,13.0317,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,2,8.08,1.9,33.4,11.4,2.9,8.6,57.1,20.0,321.75,9.19,8.11,0.0,34.5,9.5,7.9,6.3,52.4,23.8,20.3,38.0,85.6,37.5,53.3,78.0,3,0,35,35,70,0.5,0.3429,0.3714,0,0,0,513.0,0.0045,14.6571,14.6571,8.8,11.0,3.6571
Gerald Everett,BROsenzweig,BROsenzweig,2,False,220.20000000000002,676.2,6.476470588235294,6.565,7.5931,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,1,3.94,0.0,13.0,0.0,22.2,0.0,66.7,11.1,18.88,2.1,4.26,0.0,17.1,0.0,20.7,3.4,65.5,10.3,76.6,38.6,48.9,83.0,21.7,35.0,3,0,9,25,34,0.2647,0.1111,0.4412,1,0,0,62.2,0.0005,6.9111,6.9111,6.32,7.9,-0.9889
Germie Bernard,LWebs53,LWebs53,1,True,7.5,7.5,3.75,7.5,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.3,0.0,7.5,0.0,50.0,0.0,0.0,50.0,64.5,38.0,20.4,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,3.75,3.75,-3.75
Giovani Bernard,AceMatthew,AceMatthew,2,False,119.5,401.5,13.277777777777779,6.582,13.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,9.37,3.3,22.8,0.0,25.0,50.0,0.0,25.0,28.71,7.18,8.1,3.3,22.8,0.0,22.2,44.4,11.1,22.2,18.7,85.1,52.8,11.8,50.4,50.4,0,0,4,5,9,0.4444,,0.4444,0,0,0,55.4,0.0005,13.85,13.85,12.82,12.82,1.03
Golden Tate,JacobRosenzweig,JacobRosenzweig,1,False,86.52,435.02,5.4075,10.8755,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,2.91,2.1,11.82,0.0,16.7,0.0,41.7,41.7,85.3,81.0,28.0,,,,3,0,0,16,16,0.0,,0.375,0,0,0,0.0,0.0,,,5.4075,7.21,-7.21
Greg Dortch,LWebs53,LWebs53,3,False,70.0,344.9,5.384615384615385,4.9271,5.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,,,,,,,,,,,4.87,0.0,17.0,0.0,46.2,0.0,23.1,30.8,70.1,38.0,41.0,,,,0,0,0,13,13,0.0,,0.4615,1,0,0,0.0,0.0,,,5.3846,5.3846,-5.3846
Greg Dulcich,plehv79,plehv79,1,False,94.8,169.7,3.1599999999999997,6.2852,7.2923,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,4.71,2.1,14.5,0.0,16.7,0.0,66.7,16.7,16.83,2.81,4.99,1.3,14.5,0.0,23.1,0.0,53.8,23.1,63.6,76.1,39.2,78.7,60.0,42.5,15,0,6,24,30,0.2,0.3333,0.4667,0,0,0,45.0,0.0004,7.5,7.5,2.075,7.1143,0.3857
Greg Ward,LWebs53,LWebs53,1,False,,229.28,,6.9479,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Gunnar Helm,plehv79,plehv79,1,False,101.8,101.8,5.3578947368421055,5.6556,5.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,11.1,11.1,0.0,0.0,0.0,100.0,0.0,6.52,6.52,3.8,1.1,14.9,0.0,38.9,0.0,44.4,16.7,80.5,74.4,42.6,,96.7,31.7,0,0,1,18,19,0.0526,,0.3158,0,0,0,11.1,0.0001,11.1,11.1,5.0389,5.3353,5.7647
Gus Edwards,BROsenzweig,shmuel256,5,False,242.6,646.2,4.756862745098039,7.3432,9.704,0,0,0,0,0,0,0,0,0,0,0,2,0,17,9,2,0.28,4.7,5.1,0.0,100.0,0.0,0.0,0.0,-4.0,-2.0,7.59,0.9,28.4,4.0,40.0,12.0,28.0,16.0,24.2,62.0,73.3,100.0,65.0,9.6,23,0,2,49,51,0.0392,,0.5882,2,0,0,9.8,0.0001,4.9,4.9,4.751,10.1217,-5.2217
Harold Fannin,plehv79,Oliverwkw,3,False,200.9,200.9,10.573684210526316,11.1611,11.1611,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,6.0,4.1,25.4,6.2,0.0,12.5,56.2,25.0,101.48,6.34,5.67,4.1,25.4,5.6,0.0,11.1,61.1,22.2,51.9,95.5,68.2,51.1,80.0,75.0,0,0,16,3,19,0.8421,0.3125,0.3158,0,0,0,176.9,0.0015,11.0563,11.0563,8.0,12.0,-0.9437
Hassan Haskins,plehv79,stevenb123,3,False,24.2,69.3,2.0166666666666666,1.7769,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,2.51,0.0,7.3,0.0,90.0,0.0,0.0,10.0,85.8,29.5,20.5,,,,2,0,0,12,12,0.0,,0.1667,0,0,0,0.0,0.0,,,2.0167,2.42,-2.42
Hayden Hurst,stevenb123,stevenb123,1,False,205.9,532.9,7.625925925925926,6.1253,8.9522,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,0,5.1,0.0,17.3,0.0,20.0,10.0,70.0,0.0,42.12,4.21,5.21,0.0,18.2,0.0,17.4,8.7,60.9,13.0,59.7,38.6,55.7,68.1,21.7,51.7,2,0,10,17,27,0.3704,0.4,0.4074,0,0,0,85.4,0.0007,8.54,8.54,7.0882,9.2692,-0.7292
Hendon Hooker,stevenb123,Oliverwkw,2,False,0.0,2.68,0.0,0.8933,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,18,18,0.0,,0.3333,0,0,0,0.0,0.0,,,0.0,,
Henry Ruggs,Oliverwkw,Oliverwkw,2,False,163.8,168.6,7.121739130434783,8.43,8.6211,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,3.36,1.0,7.1,0.0,33.3,0.0,0.0,66.7,-3.23,-1.08,6.47,0.7,22.5,0.0,26.3,10.5,36.8,26.3,47.6,68.4,52.4,89.8,39.3,11.3,3,0,3,20,23,0.1304,,0.5652,1,1,0,14.6,0.0001,4.8667,4.8667,7.46,9.325,-4.4583
Hunter Henry,Oliverwkw,Oliverwkw,5,False,672.0,1049.6,8.50632911392405,9.3714,9.3333,0,0,0,0,1,3,0,0,0,3,2,7,1,9,5,5,6.13,0.0,29.0,3.1,18.8,6.2,59.4,12.5,142.66,4.46,6.33,0.0,29.0,4.2,16.7,8.3,51.4,19.4,39.0,38.6,81.8,48.9,21.7,83.3,3,0,32,47,79,0.4051,0.2812,0.3671,1,0,0,303.2,0.0026,9.475,9.475,7.8468,9.22,0.255
Hunter Renfrow,stevenb123,AceMatthew,5,False,291.9,690.4,7.297499999999999,8.9662,9.73,0,0,0,0,0,0,0,0,0,0,1,1,0,14,7,4,7.12,4.9,28.7,8.3,0.0,8.3,58.3,25.0,104.48,8.71,6.76,1.6,28.7,3.3,20.0,6.7,40.0,30.0,40.7,75.0,68.6,52.3,80.0,60.0,7,0,12,28,40,0.3,0.5,0.45,0,0,0,168.7,0.0015,14.0583,14.0583,4.4,6.8444,7.2139
Irv Smith,LWebs53,AceMatthew,3,False,28.4,278.7,1.2909090909090908,5.8063,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,5.2,5.2,0.0,0.0,0.0,0.0,100.0,-0.53,-0.53,3.71,0.0,9.7,0.0,20.0,0.0,40.0,40.0,83.1,38.6,21.6,,85.0,15.0,16,0,1,21,22,0.0455,,0.4091,1,0,0,5.2,0.0,5.2,5.2,1.1048,5.8,-0.6
Isaac Guerendo,stevenb123,shmuel256,3,False,91.7,92.2,5.73125,4.0087,6.55,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,9.12,13.9,26.8,50.0,0.0,0.0,50.0,0.0,30.19,15.09,8.76,-2.0,26.8,7.1,57.1,0.0,28.6,7.1,12.6,1.4,66.7,15.5,95.7,64.3,1,0,2,14,16,0.125,,0.75,1,1,1,40.7,0.0004,20.35,20.35,3.6429,4.25,16.1
Isaac TeSlaa,stevenb123,stevenb123,1,False,73.1,80.5,4.3,5.0312,4.5687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,5.65,0.0,15.2,0.0,62.5,0.0,37.5,0.0,59.3,38.0,34.2,,,,0,0,0,17,17,0.0,,0.5294,0,0,0,0.0,0.0,,,4.3,4.5687,-4.5687
Isaiah Bond,LWebs53,LWebs53,1,False,52.0,56.7,3.0588235294117645,3.5438,3.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,3.34,0.0,10.9,0.0,73.3,0.0,20.0,6.7,80.1,38.0,27.2,,,,1,0,0,17,17,0.0,,0.2941,0,0,0,0.0,0.0,,,3.0588,3.4667,-3.4667
Isaiah Davis,plehv79,plehv79,2,False,66.7,117.1,4.16875,3.9033,4.4467,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,6.83,0.7,17.9,0.0,66.7,0.0,33.3,0.0,-0.37,-0.06,5.39,0.0,17.9,0.0,73.3,0.0,20.0,6.7,63.7,29.5,45.0,56.4,15.0,38.6,0,0,6,10,16,0.375,0.1667,0.1875,0,0,0,34.9,0.0003,5.8167,5.8167,3.18,3.5333,2.2834
Isaiah Hodgins,AceMatthew,AceMatthew,1,False,110.7,216.7,8.515384615384615,6.5667,8.5154,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,,14.2,14.2,0.0,0.0,0.0,100.0,0.0,11.56,11.56,7.21,0.0,22.9,0.0,38.5,7.7,30.8,23.1,32.3,38.0,54.2,,98.0,27.3,0,0,1,12,13,0.0769,,0.5385,0,0,0,14.2,0.0001,14.2,14.2,8.0417,8.0417,6.1583
Isaiah Likely,BROsenzweig,Oliverwkw,5,False,336.5,452.5,5.2578125,7.418,6.1182,0,0,0,0,0,0,0,0,0,3,0,2,0,5,2,2,2.18,3.7,9.4,0.0,0.0,0.0,80.0,20.0,15.68,3.14,6.62,0.0,26.8,3.6,43.6,7.3,27.3,18.2,31.8,38.6,70.5,95.7,75.0,26.7,5,0,5,59,64,0.0781,0.2,0.5156,0,0,0,36.4,0.0003,7.28,7.28,5.0864,6.002,1.278
Isaiah McKenzie,LWebs53,Oliverwkw,2,False,15.7,434.08,7.85,5.1676,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,5.8,5.8,0.0,0.0,0.0,0.0,100.0,0.27,0.27,2.9,5.8,9.9,0.0,0.0,0.0,50.0,50.0,85.7,96.4,24.8,,85.7,10.0,0,0,1,1,2,0.5,,,1,0,0,5.8,0.0001,5.8,5.8,9.9,9.9,-4.1
Isaiah Spiller,Oliverwkw,LWebs53,4,False,17.5,27.4,0.875,1.9571,1.5909,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,,,,,,,,,,,1.83,-0.5,4.7,0.0,100.0,0.0,0.0,0.0,90.5,8.0,15.1,,,,8,0,0,20,20,0.0,,0.55,0,0,0,0.0,0.0,,,0.875,1.5909,-1.5909
Isiah Pacheco,LWebs53,stevenb123,2,False,478.7,602.0,6.838571428571428,9.8689,9.574,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,7.72,1.8,29.5,4.8,14.3,14.3,38.1,28.6,120.58,5.74,6.7,-0.1,29.5,2.0,28.0,6.0,38.0,26.0,45.3,15.1,76.4,37.3,29.6,72.9,16,0,21,49,70,0.3,0.4762,0.4857,1,1,1,264.1,0.0023,12.5762,12.5762,4.3796,7.4,5.1762
Israel Abanikanda,shmuel256,shmuel256,3,False,0.0,16.3,0.0,2.7167,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,99.5,29.5,1.7,,,,2,0,0,4,4,0.0,,,1,0,0,0.0,0.0,,,0.0,0.0,0.0
J.D. McKissic,JacobRosenzweig,Oliverwkw,4,False,170.3,474.3,13.100000000000001,8.6236,14.1917,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,7.13,4.7,25.7,0.0,14.3,14.3,57.1,14.3,42.83,6.12,7.16,4.7,25.7,0.0,8.3,25.0,41.7,25.0,33.7,92.9,61.3,47.7,65.0,60.0,0,0,7,6,13,0.5385,0.4286,0.4615,1,1,0,92.2,0.0008,13.1714,13.1714,13.0167,15.62,-2.4486
J.J. McCarthy,Oliverwkw,Oliverwkw,1,False,113.4,121.38,3.1500000000000004,12.138,11.34,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.85,-0.52,17.92,0.0,33.3,0.0,66.7,0.0,2.48,0.83,9.55,-0.52,23.5,0.0,40.0,0.0,50.0,10.0,11.8,21.1,41.1,10.2,2.9,22.1,24,0,3,33,36,0.0833,,0.2778,0,0,0,32.12,0.0003,10.7067,10.7067,2.463,11.6114,-0.9047
J.K. Dobbins,plehv79,BROsenzweig,5,False,533.8,618.4,5.18252427184466,11.6679,11.3574,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,5,5.28,1.5,24.5,0.0,8.7,8.7,73.9,8.7,111.73,4.86,5.81,1.5,24.5,0.0,17.0,8.5,55.3,19.1,58.4,71.5,57.1,75.5,27.1,55.0,50,0,23,80,103,0.2233,0.4348,0.4757,1,0,0,280.8,0.0024,12.2087,12.2087,3.1625,10.5417,1.667
Ja'Kobi Lane,stevenb123,stevenb123,1,True,2.1,2.1,1.05,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2.1,2.1,0.0,100.0,0.0,0.0,0.0,,81.0,7.8,,,,1,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,1.05,2.1,-2.1
Ja'Lynn Polk,AceMatthew,BROsenzweig,2,False,32.699999999999996,32.7,1.9235294117647057,2.3357,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,,,,,,,,,,,2.99,0.0,9.2,0.0,80.0,0.0,6.7,13.3,84.4,38.0,23.2,,,,1,0,0,17,17,0.0,,0.4706,0,0,0,0.0,0.0,,,1.9235,2.18,-2.18
Ja'Marr Chase,BROsenzweig,BROsenzweig,1,False,1471.72,1679.32,16.91632183908046,19.3025,19.6229,4,0,0,9,0,1,0,0,1,0,11,3,4,0,0,0,12.19,0.0,55.6,25.0,2.8,18.1,44.4,9.7,997.36,13.66,11.83,1.3,55.6,24.0,2.7,20.0,44.0,9.3,1.3,70.8,99.6,1.6,19.3,99.3,6,0,73,14,87,0.8391,0.5068,0.5172,0,0,0,1414.92,0.0123,19.3825,19.6517,4.0571,18.9333,0.7184
Ja'Tavion Sanders,LWebs53,LWebs53,1,False,119.7,126.2,3.5205882352941176,4.6741,4.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,4.16,0.0,12.7,0.0,50.0,0.0,32.1,17.9,79.2,38.6,33.0,,,,4,0,0,34,34,0.0,,0.3529,0,0,0,0.0,0.0,,,3.5206,4.275,-4.275
Jack Bech,LWebs53,LWebs53,2,False,57.2,57.2,3.0105263157894737,3.575,3.3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,3.59,0.0,11.3,0.0,70.6,0.0,11.8,17.6,78.1,38.0,27.6,,,,1,0,0,19,19,0.0,,0.2632,0,0,0,0.0,0.0,,,3.0105,3.3647,-3.3647
Jack Doyle,Oliverwkw,Oliverwkw,1,False,7.9,335.6,7.9,6.5804,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,7.9,7.9,0.0,0.0,0.0,100.0,0.0,,96.6,17.0,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,7.9,7.9,-7.9
Jack Strand,Oliverwkw,Oliverwkw,1,True,-0.04,0.0,-0.02,0.0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0.03,-0.04,0.0,0.0,100.0,0.0,0.0,0.0,98.8,34.7,4.7,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,-0.02,-0.02,0.02
Jacob Cowing,LWebs53,LWebs53,1,False,-2.0,9.7,-0.2222222222222222,0.5706,-0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,0.76,-2.0,0.0,0.0,100.0,0.0,0.0,0.0,95.2,1.0,3.0,,,,1,0,0,9,9,0.0,,0.2222,0,0,0,0.0,0.0,,,-0.2222,-0.2857,0.2857
Jacoby Brissett,AceMatthew,AceMatthew,4,False,166.64,784.1,16.663999999999998,9.8012,18.5156,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0.64,19.42,20.32,0.0,0.0,0.0,100.0,0.0,17.16,8.58,3.31,10.62,21.88,0.0,0.0,0.0,88.9,11.1,92.9,96.8,35.8,100.0,97.1,29.4,1,0,2,8,10,0.2,,0.9,1,0,0,39.74,0.0003,19.87,19.87,15.8625,18.1286,1.7414
Jacory Croskey-Merritt,plehv79,BROsenzweig,2,False,153.8,155.7,8.094736842105263,8.1947,8.5444,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,7.69,1.7,27.0,7.1,42.9,7.1,21.4,21.4,33.68,2.41,7.14,1.7,27.0,5.6,44.4,5.6,22.2,22.2,35.0,73.1,67.5,38.2,27.9,65.0,0,0,14,5,19,0.7368,0.3571,0.3684,0,0,0,131.2,0.0011,9.3714,9.3714,4.52,5.65,3.7214
Jadarian Price,JacobRosenzweig,JacobRosenzweig,1,False,12.8,12.8,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.8,7.8,0.0,0.0,0.0,0.0,100.0,-1.5,-1.5,1.98,5.0,7.8,0.0,50.0,0.0,0.0,50.0,88.4,93.4,21.5,,82.9,15.7,0,0,1,1,2,0.5,,,0,0,0,7.8,0.0001,7.8,7.8,5.0,5.0,2.8
Jahan Dotson,JacobRosenzweig,JacobRosenzweig,1,False,267.0,367.8,5.235294117647059,5.8381,6.2093,0,0,0,0,0,1,0,0,0,0,1,4,0,1,1,0,7.03,0.0,24.8,0.0,30.8,7.7,38.5,23.1,30.9,2.38,6.85,0.0,24.8,0.0,55.8,7.0,23.3,14.0,40.0,38.0,60.8,56.2,19.3,52.0,5,0,13,38,51,0.2549,0.1538,0.2353,0,0,0,106.6,0.0009,8.2,8.2,4.2211,5.3467,2.8533
Jahmyr Gibbs,stevenb123,stevenb123,1,False,951.5,1113.1,17.952830188679247,20.2382,19.8229,1,0,3,0,0,0,0,3,0,0,7,1,1,0,0,0,10.57,5.8,55.4,26.5,0.0,14.7,50.0,8.8,474.7,13.96,10.2,5.3,55.4,25.0,2.1,16.7,45.8,10.4,3.7,93.9,99.5,6.4,72.9,99.3,2,0,34,19,53,0.6415,0.6471,0.5472,1,1,1,719.4,0.0062,21.1588,21.1588,12.2158,16.5786,4.5802
Jake Bobo,JacobRosenzweig,JacobRosenzweig,2,False,23.8,101.9,2.38,2.9971,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,3.04,0.0,10.6,0.0,90.0,0.0,10.0,0.0,82.9,38.0,25.8,,,,0,0,0,10,10,0.0,,0.6,0,0,0,0.0,0.0,,,2.38,2.38,-2.38
Jake Browning,AceMatthew,AceMatthew,1,False,143.22,188.98,8.42470588235294,11.8113,8.4247,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,5.67,12.4,23.7,0.0,0.0,33.3,33.3,33.3,27.89,9.3,9.8,0.0,26.66,0.0,58.8,11.8,17.6,11.8,9.4,47.4,51.6,71.2,85.3,39.7,0,0,3,14,17,0.1765,,0.4706,0,0,0,55.06,0.0005,18.3533,18.3533,6.2971,6.2971,12.0562
Jake Ferguson,LWebs53,stevenb123,2,False,471.9,579.6,8.90377358490566,9.2,10.0404,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,2,5.47,0.0,23.9,3.4,10.3,6.9,62.1,17.2,112.12,3.87,6.09,0.0,23.9,2.1,10.6,14.9,53.2,19.1,41.6,38.6,65.9,59.6,21.7,65.0,3,0,29,24,53,0.5472,0.2759,0.3396,1,1,0,264.1,0.0023,9.1069,9.1069,8.6583,11.5444,-2.4375
Jake Fromm,Oliverwkw,Oliverwkw,1,False,-0.8,9.9,-0.8,3.3,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,-0.8,-0.8,0.0,100.0,0.0,0.0,0.0,,18.9,3.2,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,-0.8,-0.8,0.8
Jake Tonges,shmuel256,shmuel256,2,False,49.2,104.6,6.15,6.9733,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,19.0,19.0,0.0,0.0,100.0,0.0,0.0,13.8,13.8,6.73,0.0,19.0,0.0,37.5,12.5,37.5,12.5,28.6,38.6,59.1,,100.0,58.3,0,0,1,7,8,0.125,,0.5,1,1,1,19.0,0.0002,19.0,19.0,4.3143,4.3143,14.6857
Jakobi Meyers,JacobRosenzweig,stevenb123,5,False,956.44,1211.6,10.39608695652174,11.65,11.9555,0,0,0,0,0,0,0,0,1,0,4,4,0,5,2,2,5.08,1.8,22.1,0.0,10.0,7.5,67.5,15.0,221.75,5.54,5.73,0.0,29.1,1.2,7.5,11.2,63.7,16.2,58.4,38.0,70.2,80.9,51.7,46.7,7,0,40,52,92,0.4348,0.35,0.337,0,0,0,466.68,0.0041,11.667,11.667,9.4185,12.244,-0.577
Jaleel McLaughlin,shmuel256,stevenb123,3,False,145.3,240.1,5.588461538461539,5.3356,6.3174,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,,,,,,,,,,,4.13,0.4,17.9,0.0,39.1,0.0,26.1,34.8,74.7,53.5,45.0,,,,1,0,0,26,26,0.0,,0.6923,0,0,0,0.0,0.0,,,5.5885,6.3174,-6.3174
Jalen Coker,plehv79,plehv79,2,False,166.1,259.76,5.727586206896552,10.3904,9.2278,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0,9.2,0.0,33.8,8.3,25.0,0.0,33.3,33.3,62.83,5.24,8.39,0.0,33.8,5.6,27.8,5.6,22.2,38.9,16.7,38.0,84.8,17.6,19.3,79.3,9,0,12,17,29,0.4138,0.0833,0.3103,0,0,0,121.0,0.0011,10.0833,10.0833,2.6529,7.5167,2.5666
