Player,Year,Top Team,Last team,Rookie?,Age,Points,Points (full season),Avg points,Avg points (full season),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of teams,Number of transactions,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Total points as starter,% of league points,Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Deebo Samuel,2021,stevenb123,stevenb123,False,25.78,308.0,388.06,18.11764705882353,20.4242,20.5333,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,7.62,10.2,35.7,26.7,0.0,20.0,53.3,0.0,219.9,14.66,7.62,10.2,35.7,26.7,0.0,20.0,53.3,0.0,31.8,96.3,90.5,51.0,90.7,84.7,1,0,15,2,17,0.8824,0.8,0.7059,308.0,0.0163,307.36,8.895599999999998,236.71,8.3162,20.5333,20.5333,0.0,,20.5333
Deebo Samuel,2022,JacobRosenzweig,JacobRosenzweig,False,26.78,163.0,208.9,9.588235294117647,13.0563,13.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5.17,7.1,23.7,0.0,0.0,16.7,66.7,16.7,89.49,7.46,5.17,7.1,23.7,0.0,0.0,16.7,66.7,16.7,69.9,97.0,62.1,82.0,82.4,58.8,4,0,12,5,17,0.7059,0.25,0.1765,163.0,0.009,-179.16,-7.367899999999999,-21.3533,-2.6428,13.5833,13.5833,0.0,,13.5833
Deebo Samuel,2023,JacobRosenzweig,JacobRosenzweig,False,27.78,237.5,271.8,13.970588235294118,15.1,16.9643,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,10.68,0.6,35.8,14.3,14.3,28.6,42.9,0.0,153.66,10.98,10.68,0.6,35.8,14.3,14.3,28.6,42.9,0.0,6.0,28.6,90.0,10.0,11.3,83.9,2,0,14,3,17,0.8235,0.3571,0.2941,237.5,0.0132,62.900000000000006,2.0436999999999994,46.885,0.1057,16.9643,16.9643,0.0,,16.9643
Deebo Samuel,2024,shmuel256,shmuel256,False,28.78,152.6,152.6,8.976470588235294,10.1733,10.1733,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,6.73,3.0,20.7,0.0,14.3,14.3,57.1,14.3,48.1,6.87,7.53,0.0,25.1,0.0,26.7,13.3,40.0,20.0,32.7,22.5,63.9,65.8,40.8,43.7,1,0,7,10,17,0.4118,0.7143,0.6471,89.3,0.0044,-119.20000000000002,-4.9267,-81.692,-4.8454,12.7571,12.7571,6.33,7.9125,4.8446
Deebo Samuel,2025,AceMatthew,AceMatthew,False,29.78,182.1,185.3,10.711764705882352,11.5813,12.14,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,7.86,4.2,23.6,0.0,20.0,20.0,20.0,40.0,17.29,3.46,6.81,4.2,23.6,0.0,6.7,20.0,40.0,33.3,41.5,86.0,66.2,35.7,58.8,63.2,1,0,5,12,17,0.2941,0.6,0.7059,49.9,0.0025,32.70000000000002,1.4080000000000013,-35.3767,-2.6559,9.98,9.98,11.0167,13.22,-3.24
DeeJay Dallas,2020,Oliverwkw,Oliverwkw,True,22.11,11.9,56.9,11.9,6.3222,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,11.9,11.9,0.0,0.0,0.0,100.0,0.0,6.77,6.77,,11.9,11.9,0.0,0.0,0.0,100.0,0.0,,93.8,24.7,,86.7,30.0,0,0,1,0,1,1.0,1.0,1.0,11.9,0.0007,,,,,11.9,11.9,,,11.9
DeeJay Dallas,2021,Oliverwkw,Oliverwkw,False,22.99,2.0,59.1,0.5,3.4765,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,1.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,100.0,8.0,4.3,,,,0,0,0,4,4,0.0,,0.25,0.0,0.0,2.200000000000003,-2.8456999999999995,2.2,-2.8457,,,0.5,0.5,-0.5
DeeJay Dallas,2022,LWebs53,LWebs53,False,24.05,0.1,48.6,0.1,3.0375,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,0.1,0.1,0.0,100.0,0.0,0.0,0.0,,24.7,3.1,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,-10.5,-0.43900000000000006,-9.4,-1.424,,,0.1,0.1,-0.1
Demarcus Robinson,2023,LWebs53,LWebs53,False,29.25,12.2,93.8,12.2,10.4222,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,12.2,12.2,0.0,0.0,0.0,100.0,0.0,,100.0,21.0,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,,,-5.14,4.462,,,12.2,12.2,-12.2
Demarcus Robinson,2024,plehv79,plehv79,False,30.06,113.3,137.2,8.715384615384615,7.2211,9.4417,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,,,,,,,,,,7.26,1.9,27.4,8.3,33.3,0.0,41.7,16.7,41.6,51.6,68.9,,,,0,0,0,13,13,0.0,,0.5385,0.0,0.0,43.39999999999999,-3.2011000000000003,39.1167,0.8244,,,8.7154,9.4417,-9.4417
DeMario Douglas,2023,stevenb123,stevenb123,True,22.95,67.7,105.2,6.7700000000000005,7.5143,9.6714,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,3.56,7.3,14.4,0.0,0.0,0.0,66.7,33.3,16.93,5.64,2.92,6.3,14.4,0.0,0.0,0.0,71.4,28.6,93.0,92.4,28.6,94.0,82.3,25.8,2,0,3,7,10,0.3,0.3333,0.4,32.2,0.0018,,,,,10.7333,10.7333,5.0714,8.875,1.8583
DeMario Douglas,2024,stevenb123,stevenb123,False,23.89,140.3,146.7,8.25294117647059,9.1688,9.3533,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,3.4,3.4,0.0,100.0,0.0,0.0,0.0,0.83,0.83,5.07,3.2,21.2,0.0,20.0,6.7,60.0,13.3,71.7,70.5,45.9,,43.7,4.2,1,0,1,16,17,0.0588,1.0,0.8235,3.4,0.0002,41.499999999999986,1.6544999999999987,41.5,1.6545,3.4,3.4,8.5563,9.7786,-6.3786
DeMario Douglas,2025,LWebs53,LWebs53,False,24.85,36.6,118.2,5.228571428571429,5.91,5.2286,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,,,,,,,,,,,2.22,1.8,8.2,0.0,28.6,0.0,14.3,57.1,93.4,61.4,18.4,,,,0,0,0,7,7,0.0,,0.1429,0.0,0.0,-28.499999999999986,-3.258799999999999,-7.75,-2.4867,,,5.2286,5.2286,-5.2286
Demaryius Thomas,2021,LWebs53,LWebs53,False,33.94,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,0.0,,1.0,0.0,0.0,,,,,,,0.0,,
Demetric Felton,2021,LWebs53,LWebs53,False,23.3,,51.5,,3.4333,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,,,,,,,
Demetric Felton,2022,plehv79,plehv79,False,24.3,,2.4,,0.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-49.1,-3.0333,-49.1,-3.0333,,,,,
Deneric Prince,2023,stevenb123,stevenb123,True,23.64,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,0.0,0.0,0.0,,,,,,,0.0,,
Denzel Mims,2020,Oliverwkw,Oliverwkw,True,23.04,58.199999999999996,60.7,3.6374999999999997,6.7444,7.275,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,,,,,,,,,,,3.58,0.0,10.7,0.0,12.5,0.0,62.5,25.0,87.3,13.8,19.5,,,,7,0,0,16,16,0.0,,0.625,0.0,0.0,,,,,,,3.6375,7.275,-7.275
Denzel Mims,2021,stevenb123,stevenb123,False,24.06,,21.3,,2.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-39.400000000000006,-4.6144,-39.4,-4.6144,,,,,
Deon Jackson,2022,LWebs53,LWebs53,False,23.71,37.6,84.5,12.533333333333333,7.0417,12.5333,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,3,0,,5.6,5.6,0.0,0.0,0.0,0.0,100.0,0.9,0.9,13.51,3.9,28.1,33.3,33.3,0.0,0.0,33.3,1.3,76.5,77.8,,57.3,13.6,0,0,1,2,3,0.3333,1.0,1.0,5.6,0.0003,,,75.4,4.0084,5.6,5.6,16.0,16.0,-10.4
Deon Jackson,2023,LWebs53,LWebs53,False,24.7,,4.0,,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-80.5,-5.0417,-42.8,-4.24,,,,,
Derek Carr,2020,AceMatthew,AceMatthew,False,29.62,172.54,268.12,15.685454545454546,16.7575,15.6855,0,1,0,0,0,0,0,0,0,0,1,2,1,1,3,1,0,10.46,0.6,31.74,11.1,33.3,0.0,44.4,11.1,36.44,4.05,9.77,0.6,31.74,9.1,27.3,9.1,45.5,9.1,12.5,15.6,62.5,11.1,9.7,64.5,0,0,9,2,11,0.8182,0.5556,0.4545,131.44,0.0073,,,37.56,2.3475,14.6044,14.6044,20.55,20.55,-5.9456
Derek Carr,2021,AceMatthew,AceMatthew,False,30.58,234.62,263.36,13.801176470588235,14.6311,14.6638,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4.81,8.54,21.24,0.0,0.0,0.0,41.7,58.3,46.81,3.9,5.7,7.24,23.0,0.0,6.2,0.0,50.0,43.8,84.8,73.2,43.9,78.6,58.8,32.4,0,0,12,5,17,0.7059,0.4167,0.4118,161.66,0.0085,-4.759999999999991,-2.1264000000000003,20.28,-0.5614,13.4717,13.4717,14.592,18.24,-4.7683
Derek Carr,2022,shmuel256,shmuel256,False,31.58,215.08,215.08,12.651764705882353,14.3387,14.3387,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,6.75,1.94,20.8,0.0,20.0,0.0,50.0,30.0,34.82,3.48,6.34,1.94,20.8,0.0,20.0,0.0,60.0,20.0,47.6,29.8,44.7,61.5,14.7,41.2,1,0,10,7,17,0.5882,0.2,0.2941,133.9,0.0074,-48.28,-0.29240000000000066,-33.07,-0.7007,13.39,13.39,11.5971,16.236,-2.846
Derek Carr,2023,AceMatthew,AceMatthew,False,32.58,210.96,237.12,12.409411764705883,13.9482,13.185,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,4.49,6.72,16.32,0.0,20.0,0.0,60.0,20.0,14.07,2.81,6.01,3.18,24.96,0.0,18.8,6.2,50.0,25.0,67.4,50.0,47.1,89.7,50.0,27.8,0,0,5,12,17,0.2941,0.4,0.4118,61.34,0.0034,22.039999999999992,-0.3904999999999994,-4.416,-0.9614,12.268,12.268,12.4683,13.6018,-1.3338
Derek Carr,2024,AceMatthew,AceMatthew,False,33.59,147.9,147.9,8.700000000000001,14.79,14.79,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,7.98,7.98,0.0,0.0,0.0,0.0,100.0,-0.55,-0.55,5.11,7.98,21.82,0.0,0.0,0.0,70.0,30.0,85.4,89.5,30.2,,63.2,2.9,6,0,1,16,17,0.0588,0.0,0.4706,7.98,0.0004,-89.22,0.8417999999999992,-92.9,0.0471,7.98,7.98,8.745,15.5467,-7.5667
Derek Carr,2025,AceMatthew,AceMatthew,False,34.6,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-147.9,,,,,,,,
Derek Watt,2023,Oliverwkw,Oliverwkw,False,30.98,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,,,,,,,
Derrick Henry,2020,BROsenzweig,BROsenzweig,False,26.8,298.1,341.2,18.63125,20.0706,19.8733,2,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,11.4,5.9,40.4,26.7,0.0,13.3,40.0,20.0,191.75,12.78,11.4,5.9,40.4,26.7,0.0,13.3,40.0,20.0,4.5,75.3,95.1,4.8,56.7,95.0,0,0,15,1,16,0.9375,0.5333,0.5,298.1,0.0166,,,59.31,3.4888,19.8733,19.8733,0.0,,19.8733
Derrick Henry,2021,BROsenzweig,BROsenzweig,False,27.81,192.3,204.5,11.311764705882354,22.7222,24.0375,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,13.81,5.8,47.7,37.5,0.0,12.5,37.5,12.5,127.92,15.99,13.81,5.8,47.7,37.5,0.0,12.5,37.5,12.5,3.6,76.5,98.8,2.3,53.6,98.2,8,0,8,9,17,0.4706,0.625,0.4118,192.3,0.0102,-136.7,2.651600000000002,-97.16,4.9775,24.0375,24.0375,0.0,,24.0375
Derrick Henry,2022,BROsenzweig,BROsenzweig,False,28.81,285.96,299.76,16.821176470588235,18.735,19.064,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,8.77,5.8,35.8,13.3,0.0,40.0,20.0,26.7,191.1,12.74,8.77,5.8,35.8,13.3,0.0,40.0,20.0,26.7,14.7,84.0,91.4,20.9,61.8,87.3,1,0,15,2,17,0.8824,0.6,0.5882,285.96,0.0158,95.25999999999999,-3.9872000000000014,22.39,0.2437,19.064,19.064,0.0,,19.064
Derrick Henry,2023,LWebs53,LWebs53,False,29.81,225.36,246.66,13.256470588235295,14.5094,14.085,0,0,0,0,0,1,0,0,0,0,1,4,0,2,0,0,1,8.52,2.0,25.0,0.0,27.3,18.2,45.5,9.1,75.51,6.86,8.01,2.0,25.0,0.0,25.0,25.0,43.8,6.2,19.2,56.1,67.1,23.7,15.9,61.4,0,0,11,6,17,0.6471,0.6364,0.7059,143.68,0.008,-53.099999999999994,-4.2256,-35.188,-4.0332,13.0618,13.0618,13.6133,16.336,-3.2742
Derrick Henry,2024,stevenb123,stevenb123,False,30.81,304.3,379.4,17.900000000000002,19.9684,19.0188,1,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,1,7.88,6.7,34.9,12.5,0.0,31.2,50.0,6.2,186.45,11.65,7.88,6.7,34.9,12.5,0.0,31.2,50.0,6.2,18.4,89.3,94.0,29.5,66.0,89.4,0,0,16,1,17,0.9412,0.8125,0.8235,304.3,0.0151,132.73999999999998,5.459,103.4167,2.163,19.0188,19.0188,0.0,,19.0188
Derrick Henry,2025,stevenb123,stevenb123,False,31.81,265.9,278.5,15.641176470588235,16.3824,16.6187,1,0,2,0,0,1,0,0,0,0,3,2,0,1,0,0,0,11.01,1.3,45.6,14.3,7.1,21.4,50.0,7.1,144.57,10.33,10.38,1.3,45.6,12.5,6.2,18.8,56.2,6.2,5.1,46.4,97.6,8.9,12.7,96.1,0,0,14,3,17,0.8235,0.5,0.5294,240.5,0.0122,-100.89999999999998,-3.5859999999999985,-12.2571,-1.7899,17.1786,17.1786,8.4667,12.7,4.4786
Deshaun Watson,2020,plehv79,plehv79,False,25.11,333.52,359.32,20.845,22.4575,22.2347,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,6.27,14.12,33.12,20.0,0.0,20.0,60.0,0.0,162.64,10.84,6.27,14.12,33.12,20.0,0.0,20.0,60.0,0.0,82.1,93.8,68.8,63.0,87.1,67.7,0,0,15,1,16,0.9375,0.5333,0.5625,333.52,0.0185,,,-7.82,0.861,22.2347,22.2347,0.0,,22.2347
Deshaun Watson,2021,plehv79,plehv79,False,26.12,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,17,17,0.0,,0.4706,0.0,0.0,-359.32,,,,,,0.0,,
Deshaun Watson,2022,plehv79,plehv79,False,27.12,67.98,84.68,3.998823529411765,14.1133,13.596,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.09,5.34,21.86,0.0,20.0,0.0,60.0,20.0,22.9,4.58,6.09,5.34,21.86,0.0,20.0,0.0,60.0,20.0,57.1,63.8,53.2,73.1,50.0,47.1,1,10,5,12,17,0.2941,0.4,0.2353,67.98,0.0038,84.68,,-279.8533,-7.7587,13.596,13.596,0.0,,13.596
Deshaun Watson,2023,plehv79,plehv79,False,28.12,83.8,83.8,4.929411764705883,13.9667,13.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,15.22,15.22,0.0,0.0,0.0,100.0,0.0,1.32,1.32,8.38,-1.8,20.16,0.0,16.7,0.0,66.7,16.7,25.6,3.9,29.4,,94.4,22.2,10,0,1,16,17,0.0588,0.0,0.5882,15.22,0.0008,-0.8800000000000097,-0.14660000000000117,-210.77,-7.074,15.22,15.22,4.2862,13.716,1.504
Deshaun Watson,2024,plehv79,plehv79,False,29.12,74.72,74.72,4.395294117647059,10.6743,10.6743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8.42,8.42,0.0,0.0,0.0,0.0,100.0,-3.33,-3.33,4.05,5.12,16.44,0.0,14.3,0.0,28.6,57.1,97.6,62.8,18.6,,73.5,8.8,9,0,1,16,17,0.0588,1.0,0.4706,8.42,0.0004,-9.079999999999998,-3.292399999999999,-177.696,-9.6818,8.42,8.42,4.1437,11.05,-2.63
Deshaun Watson,2025,plehv79,plehv79,False,30.13,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-74.72,,,,,,,,
Deshaun Watson,2026,LWebs53,LWebs53,False,31.13,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Ridder,2022,JacobRosenzweig,JacobRosenzweig,True,23.16,21.86,37.72,1.2858823529411765,9.43,7.2867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1.47,5.66,8.52,0.0,66.7,0.0,0.0,33.3,95.2,68.1,13.8,,,,13,0,0,17,17,0.0,,0.1765,0.0,0.0,,,,,,,1.2859,7.2867,-7.2867
Desmond Ridder,2023,JacobRosenzweig,JacobRosenzweig,False,24.16,156.5,172.24,9.205882352941176,11.4827,11.1786,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,13.8,13.8,0.0,0.0,0.0,100.0,0.0,2.78,2.78,7.95,-1.32,26.16,0.0,35.7,7.1,28.6,28.6,32.6,11.8,54.9,,91.7,16.7,2,0,1,16,17,0.0588,0.0,0.2941,13.8,0.0008,134.52,2.0526999999999997,134.52,2.0527,13.8,13.8,8.9187,10.9769,2.8231
Desmond Ridder,2024,AceMatthew,AceMatthew,False,25.17,,21.12,,4.224,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-151.12,-7.258699999999999,-83.86,-6.8265,,,,,
Deuce Vaughn,2023,stevenb123,stevenb123,True,21.98,15.0,15.0,0.8823529411764706,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0.0,0.0,,,,,,-6.03,-6.03,1.88,0.8,6.2,0.0,83.3,0.0,0.0,16.7,95.5,32.9,12.8,,2.3,2.3,10,0,1,16,17,0.0588,0.0,0.2941,0.0,0.0,,,,,0.0,,0.9375,2.5,-2.5
Deuce Vaughn,2024,stevenb123,BROsenzweig,False,23.0,,11.8,,2.36,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-3.1999999999999993,-0.14000000000000012,-3.2,-0.14,,,,,
DeVante Parker,2020,AceMatthew,AceMatthew,False,27.76,145.7,164.3,9.10625,11.7357,11.2077,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,7.48,0.0,21.0,0.0,16.7,16.7,50.0,16.7,33.96,5.66,6.05,0.0,21.0,0.0,7.7,7.7,53.8,30.8,62.0,13.8,43.7,51.8,9.2,43.8,2,0,6,10,16,0.375,0.6667,0.625,70.7,0.0039,,,10.75,0.3616,11.7833,11.7833,7.5,10.7143,1.069
DeVante Parker,2021,AceMatthew,AceMatthew,False,28.77,100.3,103.5,5.8999999999999995,11.5,12.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.19,8.6,16.8,0.0,0.0,0.0,100.0,0.0,20.88,6.96,3.93,8.2,17.7,0.0,0.0,0.0,100.0,0.0,80.7,89.5,37.9,85.7,81.4,32.2,8,0,3,14,17,0.1765,0.3333,0.4118,36.6,0.0019,-60.80000000000001,-0.23569999999999958,-53.6333,0.0024,12.2,12.2,4.55,12.74,-0.54
DeVante Parker,2022,AceMatthew,AceMatthew,False,29.62,1.9,102.9,0.95,8.575,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,1.34,0.0,1.9,0.0,100.0,0.0,0.0,0.0,94.6,18.2,6.1,,,,0,0,0,2,2,0.0,,0.0,0.0,0.0,-0.5999999999999943,-2.9250000000000007,-40.825,-2.923,,,0.95,0.95,-0.95
Devaughn Vele,2024,LWebs53,LWebs53,True,26.92,67.8,106.5,5.6499999999999995,7.6071,6.78,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,8.06,2.6,14.0,0.0,50.0,0.0,50.0,0.0,3.06,1.53,5.0,0.0,14.0,0.0,40.0,0.0,40.0,20.0,73.5,22.5,29.5,43.3,33.1,22.5,1,0,2,10,12,0.1667,0.5,0.3333,16.6,0.0008,,,,,8.3,8.3,5.12,6.4,1.9
Devaughn Vele,2025,shmuel256,shmuel256,False,27.98,21.4,66.3,4.279999999999999,7.3667,7.1333,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,,7.0,7.0,0.0,0.0,0.0,0.0,100.0,1.94,1.94,4.7,2.5,11.9,0.0,33.3,0.0,33.3,33.3,70.8,68.9,23.7,,83.8,8.8,2,0,1,4,5,0.2,1.0,0.8,7.0,0.0004,-40.2,-0.24040000000000017,-40.2,-0.2404,7.0,7.0,3.6,7.2,-0.2
Deven Thompkins,2023,Oliverwkw,Oliverwkw,False,23.86,,37.4,,1.9684,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,26.6,0.1684,,,,,
Devin Duvernay,2022,stevenb123,stevenb123,False,25.08,72.6,116.3,7.26,8.3071,8.0667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,,1.5,1.5,0.0,100.0,0.0,0.0,0.0,-3.43,-3.43,5.41,1.5,16.4,0.0,33.3,0.0,55.6,11.1,66.7,43.9,29.8,,22.1,4.4,0,0,1,9,10,0.1,0.0,0.7,1.5,0.0001,,,48.15,4.1768,1.5,1.5,7.9,8.8875,-7.3875
Devin Neal,2025,stevenb123,stevenb123,True,22.21,60.0,60.0,3.5294117647058822,6.6667,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3.09,9.9,15.4,0.0,0.0,0.0,100.0,0.0,16.07,5.36,5.27,0.1,15.4,0.0,44.4,0.0,44.4,11.1,62.0,25.6,39.9,91.1,88.2,27.5,7,0,3,14,17,0.1765,0.3333,0.2941,35.5,0.0018,,,,,11.8333,11.8333,1.75,4.0833,7.75
Devin Singletary,2020,shmuel256,Oliverwkw,False,23.12,118.8,162.3,9.138461538461538,8.5421,9.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,,,,,,,,,,,5.31,2.0,18.7,0.0,23.1,0.0,46.2,30.8,68.2,34.0,46.9,,,,0,0,0,13,13,0.0,,0.6923,0.0,0.0,,,-5.0,-4.3271,,,9.1385,9.1385,-9.1385
Devin Singletary,2021,Oliverwkw,Oliverwkw,False,24.15,167.6,232.3,9.858823529411765,12.2263,10.475,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.5,14.9,23.0,0.0,0.0,25.0,75.0,0.0,51.14,12.79,6.05,3.3,23.0,0.0,25.0,6.2,50.0,18.8,70.0,55.6,53.7,88.4,90.9,49.1,0,0,4,13,17,0.2353,0.25,0.3529,73.3,0.0039,70.0,3.6842000000000006,67.5,1.9263,18.325,18.325,7.2538,7.8583,10.4667
Devin Singletary,2022,Oliverwkw,Oliverwkw,False,25.15,176.0,194.2,10.352941176470589,10.2211,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.46,5.6,17.7,0.0,0.0,0.0,71.4,28.6,37.39,5.34,6.26,0.3,24.1,0.0,12.5,12.5,50.0,25.0,56.0,30.9,63.6,88.4,57.3,40.0,0,0,7,10,17,0.4118,0.0,0.1765,80.8,0.0045,-38.10000000000002,-2.0052000000000003,6.9,-0.7965,11.5429,11.5429,9.52,10.5778,0.9651
Devin Singletary,2023,Oliverwkw,shmuel256,False,26.15,152.84,194.34,8.990588235294117,10.2284,9.5525,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,5.8,5.0,13.2,0.0,50.0,0.0,50.0,0.0,4.33,2.17,6.89,0.0,23.1,0.0,31.2,12.5,31.2,25.0,38.5,10.4,61.0,68.4,45.5,29.5,0,0,2,15,17,0.1176,1.0,0.2941,18.2,0.001,0.14000000000001478,0.00730000000000075,5.315,-0.573,9.1,9.1,8.976,9.6171,-0.5171
Devin Singletary,2024,AceMatthew,AceMatthew,False,27.15,93.9,96.6,5.523529411764706,6.44,6.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,5.45,0.8,18.8,0.0,57.1,0.0,35.7,7.1,52.6,37.5,50.0,,,,2,0,0,17,17,0.0,,0.6471,0.0,0.0,-97.74000000000001,-3.7884,-93.488,-4.2391,,,5.5235,6.7071,-6.7071
Devin Singletary,2025,AceMatthew,AceMatthew,False,28.24,0.0,108.8,0.0,6.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,12.200000000000003,-0.040000000000000036,-65.7067,-3.6677,,,0.0,,
